2015,1,3,6,DL,1827,TLV,FLL,1100,1059,-1,30,1129,115,119,86,581,1255,3,1255,1258,3,No Delay,Short,false,false,Sunny,1000,20.8,Partly cloudy,1003,21
2015,1,3,6,DL,2025,BWI,TLV,1100,1055,-5,13,1108,118,124,101,577,1249,10,1258,1259,1,No Delay,Short,false,false,Sunny,1000,-8.8,Sunny,1000,20.8
2015,1,3,6,F9,1069,TLV,ORD,1105,,,,,120,,,606,,,1205,,,Heavy Delay,Short,false,false,Clear,1000,12.8,Partly cloudy,1003,-23.1
2015,1,3,6,NK,219,ORD,TLV,1105,1138,33,22,1200,110,125,91,606,1431,12,1355,1443,48,Delayed,Short,false,false,Cloudy,1006,-14.5,Sunny,1000,20.4
2015,1,3,6,DL,1827,TLV,FLL,1100,1059,-1,30,1129,115,119,86,581,1255,3,1255,1258,3,No Delay,Short,false,false,Sunny,1000,20.8,Partly cloudy,1003,21
2015,1,3,6,DL,1827,TLV,FLL,1100,1059,-1,30,1129,115,119,86,581,1255,3,1255,1258,3,No Delay,Short,false,false,Sunny,1000,20.8,Partly cloudy,1003,21
2015,1,3,6,DL,1827,TLV,FLL,1100,1059,-1,30,1129,115,119,86,581,1255,3,1255,1258,3,No Delay,Short,false,false,Sunny,1000,20.8,Partly cloudy,1003,21
2015,1,3,6,DL,2025,BWI,TLV,1100,1055,-5,13,1108,118,124,101,577,1249,10,1258,1259,1,No Delay,Short,false,false,Sunny,1000,-8.8,Sunny,1000,20.8
2015,1,3,6,F9,1069,TLV,ORD,1105,,,,,120,,,606,,,1205,,,Heavy Delay,Short,false,false,Clear,1000,12.8,Partly cloudy,1003,-23.1
2015,1,3,6,DL,1827,TLV,FLL,1100,1059,-1,30,1129,115,119,86,581,1255,3,1255,1258,3,No Delay,Short,false,false,Sunny,1000,20.8,Partly cloudy,1003,21
2015,1,3,6,DL,2025,BWI,TLV,1100,1055,-5,13,1108,118,124,101,577,1249,10,1258,1259,1,No Delay,Short,false,false,Sunny,1000,-8.8,Sunny,1000,20.8
2015,1,3,6,F9,1069,TLV,ORD,1105,,,,,120,,,606,,,1205,,,Heavy Delay,Short,false,false,Clear,1000,12.8,Partly cloudy,1003,-23.1
2015,1,3,6,NK,219,ORD,TLV,1105,1138,33,22,1200,110,125,91,606,1431,12,1355,1443,48,Delayed,Short,false,false,Cloudy,1006,-14.5,Sunny,1000,20.4
2015,1,3,6,DL,1462,TLV,MSY,1106,1104,-2,37,1141,102,113,71,425,1152,5,1148,1157,9,No Delay,Short,false,false,Sunny,1000,20.4,Overcast,1009,5.8
2015,1,3,6,DL,2173,TLV,MIA,1107,1105,-2,29,1134,121,125,87,594,1301,9,1308,1310,2,No Delay,Short,false,false,Sunny,1000,20.4,Partly cloudy,1003,23.3
2015,1,3,6,WN,1754,TLV,DCA,1110,1126,16,23,1149,105,102,76,547,1305,3,1255,1308,13,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,-2.9
2015,1,3,6,DL,1495,TLV,BWI,1110,1105,-5,35,1140,110,118,77,577,1257,6,1300,1303,3,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,-7.2
2015,1,3,6,WN,621,TLV,BWI,1115,1114,-1,33,1147,110,115,78,577,1305,4,1305,1309,4,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,-7.2
2015,1,3,6,NK,144,TLV,DFW,1124,1158,34,12,1210,148,141,124,731,1314,5,1252,1319,27,Delayed,Short,false,false,Sunny,1000,20.4,Sunny,1000,4.6
2015,1,3,6,DL,101,LAX,TLV,1125,1146,21,23,1209,252,264,231,1947,1900,10,1837,1910,33,Delayed,Median,false,false,Sunny,1000,23.8,Sunny,1000,20.4
2015,1,3,6,DL,2018,MCO,TLV,1125,1118,-7,28,1146,94,113,73,404,1259,12,1259,1311,12,No Delay,Short,false,false,Sunny,1000,14.8,Sunny,1000,20.4
2015,1,3,6,DL,566,MIA,TLV,1130,1128,-2,19,1147,122,115,89,594,1316,7,1332,1323,-9,No Delay,Short,false,false,Partly cloudy,1003,23.3,Sunny,1000,20.4
2015,1,3,6,DL,1494,PHL,TLV,1130,1126,-4,12,1138,137,129,112,666,1330,5,1347,1335,-12,No Delay,Short,false,false,Sunny,1000,-10.3,Sunny,1000,20.4
2015,1,3,6,DL,1693,ORD,TLV,1130,1158,28,16,1214,119,113,88,606,1442,9,1429,1451,22,Delayed,Short,false,false,Cloudy,1006,-14.5,Sunny,1000,20.4
2015,1,3,6,DL,2091,TLV,TPA,1139,1136,-3,22,1158,86,87,60,406,1258,5,1305,1303,-2,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,13
2015,1,3,6,US,611,PHL,TLV,1140,1136,-4,12,1148,138,127,111,666,1339,4,1358,1343,-15,No Delay,Short,false,false,Sunny,1000,-10.3,Sunny,1000,20.4
2015,1,3,6,US,2071,CLT,TLV,1140,1136,-4,17,1153,79,88,54,226,1247,17,1259,1304,5,No Delay,Short,false,false,Sunny,1000,4.8,Sunny,1000,20.4
2015,1,3,6,WN,1433,LGA,TLV,1140,1136,-4,20,1156,170,164,133,762,1409,11,1430,1420,-10,No Delay,Short,false,false,Sunny,1000,-13.3,Sunny,1000,20.4
2015,1,3,6,DL,1472,TPA,TLV,1145,1147,2,11,1158,92,92,67,406,1305,14,1317,1319,2,No Delay,Short,false,false,Sunny,1000,13,Sunny,1000,20.4
2015,1,3,6,DL,1488,TLV,LGA,1145,1153,8,11,1204,133,113,90,762,1334,12,1358,1346,-12,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,-13.3
2015,1,3,6,DL,1589,FLL,TLV,1145,1146,1,18,1204,122,114,86,581,1330,10,1347,1340,-7,No Delay,Short,false,false,Partly cloudy,1003,21.7,Sunny,1000,20.4
2015,1,3,6,AA,194,DFW,TLV,1150,1154,4,11,1205,120,116,93,731,1438,12,1450,1450,0,No Delay,Short,false,false,Sunny,1000,4.6,Sunny,1000,20.4
2015,1,3,6,AA,314,TLV,DFW,1155,1155,0,14,1209,150,144,120,731,1309,10,1325,1319,-6,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,4.6
2015,1,3,6,DL,2269,TLV,MCO,1155,1155,0,10,1205,86,72,57,404,1302,5,1321,1307,-14,No Delay,Short,false,false,Sunny,1000,20.4,Sunny,1000,14.8
2015,1,3,6,DL,781,LGA,TLV,1200,1154,-6,30,1224,168,160,123,762,1427,7,1448,1434,-14,No Delay,Short,false,false,Sunny,1000,-13.3,Sunny,1000,20.4
2015,1,3,6,DL,2446,TLV,FLL,1200,1213,13,21,1234,116,113,87,581,1401,5,1356,1406,10,No Delay,Short,false,false,Sunny,1000,20,Partly cloudy,1003,24.7
2015,1,3,6,DL,1539,DCA,TLV,1200,1155,-5,9,1204,120,105,90,547,1334,6,1400,1340,-20,No Delay,Short,false,false,Sunny,1000,-2.9,Sunny,1000,20.4
